complaint_id,complaint_timestamp,response_timestamp,resolve_timestamp,ticket_status,customer_status,source,brand,purchase_channel,outlet,complaint_type,issue_detail,responsible_area
CMP-0680,2025-01-11 11:48:00,2025-01-11 12:17:00,2025-01-12 01:13:00,EXPIRED,No response,Whatsapp,San Gyu,App,Pluit,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0681,2025-03-02 18:55:00,2025-03-02 18:59:00,2025-03-02 20:34:00,SOLVED,Refund,Social Media,Dari Pada,Platform,Bintaro,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0682,2025-03-01 21:17:00,2025-03-01 21:20:00,2025-03-01 22:33:00,SOLVED,Forgiven,App,San Gyu,Take Away,BSD,Rasa tidak sesuai,Keasinan,Admin
CMP-0683,2025-05-11 15:08:00,2025-05-11 15:16:00,2025-05-11 17:11:00,SOLVED,Refund,App,Ayam Koplo,Platform,Pamulang,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0684,2025-03-30 11:15:00,2025-03-30 11:21:00,2025-03-30 12:31:00,EXPIRED,No response,App,San Gyu,App,Bintaro,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0685,2025-02-28 17:14:00,2025-02-28 17:19:00,2025-02-28 19:59:00,SOLVED,Forgiven,Feedback,Dari Pada,Phone,Bintaro,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0686,2025-02-02 17:06:00,2025-02-02 17:33:00,,HANDLING,In progress,App,Ayam Koplo,Phone,Kemang,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0687,2025-04-07 16:23:00,2025-04-07 16:40:00,2025-04-07 16:54:00,SOLVED,Forgiven,Feedback,San Gyu,App,Pamulang,Packaging issue,Label tidak sesuai,AM
CMP-0688,2025-04-24 19:04:00,2025-04-24 19:16:00,2025-04-24 19:46:00,SOLVED,Replacement sent,Whatsapp,Ayam Koplo,Take Away,Pamulang,Packaging issue,Label tidak sesuai,AM
CMP-0689,2025-06-11 13:45:00,2025-06-11 13:48:00,2025-06-11 14:14:00,EXPIRED,No response,Whatsapp,San Gyu,Phone,BSD,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0690,2025-03-05 11:14:00,2025-03-05 11:18:00,,HANDLING,In progress,Whatsapp,San Gyu,Platform,Bintaro,Tech issue,Pembayaran gagal,Tech Team
CMP-0691,2025-02-24 19:49:00,2025-02-24 19:58:00,2025-02-24 20:38:00,SOLVED,Forgiven,Feedback,Ayam Koplo,Phone,BSD,Tech issue,Voucher error,Tech Team
CMP-0692,2025-04-13 15:34:00,2025-04-13 15:36:00,2025-04-13 16:42:00,SOLVED,Forgiven,Feedback,Bude Sari,Phone,Cikini,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0693,2025-06-04 17:35:00,2025-06-04 17:42:00,2025-06-04 17:57:00,EXPIRED,No response,Feedback,San Gyu,Take Away,Tebet,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0694,2025-04-15 16:30:00,2025-04-15 16:37:00,2025-04-15 17:52:00,SOLVED,Misunderstanding clarified,Social Media,Bude Sari,Phone,Cikini,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0695,2025-06-21 20:59:00,2025-06-21 21:10:00,2025-06-21 21:57:00,SOLVED,Misunderstanding clarified,App,Bude Sari,App,BSD,Tech issue,App error,Tech Team
CMP-0696,2025-05-25 16:26:00,2025-05-25 16:31:00,2025-05-25 18:32:00,SOLVED,Refund,Social Media,Moon Chicken,Take Away,Pluit,Tech issue,Pembayaran gagal,Tech Team
CMP-0697,2025-01-14 17:38:00,2025-01-14 18:10:00,2025-01-14 19:06:00,SOLVED,Replacement sent,App,Moon Chicken,Phone,Pamulang,Rasa tidak sesuai,Basi,QC
CMP-0698,2025-02-28 15:17:00,2025-02-28 15:33:00,2025-02-28 17:17:00,SOLVED,Refund,App,San Gyu,Take Away,Pamulang,Packaging issue,Label tidak sesuai,AM
CMP-0699,2025-03-26 19:27:00,2025-03-26 19:49:00,,HANDLING,In progress,Feedback,Moon Chicken,App,Kemang,Tekstur tidak sesuai,Keras,Cashier
CMP-0700,2025-01-23 11:07:00,2025-01-23 11:12:00,2025-01-23 14:05:00,SOLVED,Misunderstanding clarified,Feedback,Bude Sari,Phone,Tebet,Tech issue,App error,Admin
CMP-0701,2025-02-05 13:56:00,2025-02-05 14:06:00,2025-02-05 14:21:00,SOLVED,Refund,Feedback,Bude Sari,Take Away,Cibubur,Packaging issue,Kemasan bocor,AM
CMP-0702,2025-06-19 12:10:00,2025-06-19 12:14:00,2025-06-19 13:55:00,SOLVED,Misunderstanding clarified,Whatsapp,Moon Chicken,App,Pluit,Packaging issue,Kemasan rusak,AM
CMP-0703,2025-04-19 10:51:00,2025-04-19 10:59:00,2025-04-19 13:43:00,SOLVED,Replacement sent,Social Media,Ayam Koplo,App,BSD,Order tidak lengkap,Side dish tidak ada,Tech Team
CMP-0704,2025-03-31 17:44:00,2025-03-31 17:48:00,2025-03-31 18:04:00,SOLVED,Misunderstanding clarified,Whatsapp,Dari Pada,Phone,BSD,Packaging issue,Kemasan bocor,AM
CMP-0705,2025-01-02 10:40:00,2025-01-02 10:46:00,2025-01-02 12:07:00,SOLVED,Misunderstanding clarified,Feedback,Ayam Koplo,Platform,Tebet,Rasa tidak sesuai,Kurang rasa,QC
CMP-0706,2025-03-01 17:41:00,2025-03-01 17:46:00,2025-03-01 20:44:00,SOLVED,Forgiven,Whatsapp,Moon Chicken,Platform,Tebet,Order tidak lengkap,Item kurang,Checker
CMP-0707,2025-02-26 15:54:00,2025-02-26 16:05:00,2025-02-26 18:13:00,SOLVED,Misunderstanding clarified,App,Ayam Koplo,Phone,Pamulang,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0708,2025-02-05 15:11:00,2025-02-05 15:13:00,2025-02-05 18:37:00,SOLVED,Forgiven,Social Media,Ayam Koplo,Take Away,Pluit,Order tidak lengkap,Item kurang,Checker
CMP-0709,2025-06-09 21:14:00,2025-06-09 21:20:00,2025-06-10 00:02:00,SOLVED,Misunderstanding clarified,App,Ayam Koplo,Take Away,BSD,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0710,2025-01-03 11:02:00,2025-01-03 11:11:00,,HANDLING,In progress,App,Ayam Koplo,Phone,Bintaro,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0711,2025-01-21 13:40:00,2025-01-21 14:19:00,2025-01-21 19:18:00,SOLVED,Forgiven,Social Media,Dari Pada,Phone,Pluit,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0712,2025-06-03 11:02:00,2025-06-03 11:12:00,2025-06-03 11:25:00,SOLVED,Forgiven,Social Media,Bude Sari,Take Away,Cibubur,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0713,2025-04-09 12:45:00,2025-04-09 12:56:00,2025-04-09 14:23:00,SOLVED,Forgiven,Feedback,Moon Chicken,App,Bintaro,Tekstur tidak sesuai,Keras,Kitchen
CMP-0714,2025-02-25 16:20:00,2025-02-25 16:27:00,2025-02-25 17:00:00,SOLVED,Replacement sent,App,Ayam Koplo,Take Away,Tebet,Tech issue,Voucher error,Tech Team
CMP-0715,2025-04-07 19:04:00,2025-04-07 19:12:00,,HANDLING,In progress,Whatsapp,Dari Pada,Platform,Cibubur,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0716,2025-02-11 16:40:00,2025-02-11 17:07:00,2025-02-11 17:07:00,SOLVED,Forgiven,Social Media,Dari Pada,Platform,Tebet,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0717,2025-01-16 16:41:00,2025-01-16 16:53:00,2025-01-16 17:01:00,SOLVED,Misunderstanding clarified,App,Dari Pada,App,BSD,Packaging issue,Kemasan bocor,AM
CMP-0718,2025-05-16 10:53:00,2025-05-16 11:02:00,2025-05-16 17:06:00,SOLVED,Replacement sent,Feedback,Dari Pada,App,Pamulang,Tech issue,Voucher error,Tech Team
CMP-0719,2025-01-29 09:40:00,2025-01-29 09:46:00,2025-01-29 09:52:00,SOLVED,Forgiven,Whatsapp,Moon Chicken,App,BSD,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0720,2025-04-16 15:05:00,2025-04-16 15:11:00,2025-04-16 16:26:00,SOLVED,Refund,Feedback,Dari Pada,App,BSD,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0721,2025-02-26 17:51:00,2025-02-26 18:05:00,2025-02-26 22:29:00,SOLVED,Misunderstanding clarified,App,Dari Pada,App,Kemang,Tekstur tidak sesuai,Dingin/tidak fresh,Cashier
CMP-0722,2025-03-18 12:04:00,2025-03-18 12:07:00,2025-03-18 12:13:00,SOLVED,Misunderstanding clarified,App,Moon Chicken,Take Away,Kemang,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0723,2025-05-29 13:41:00,2025-05-29 13:51:00,2025-05-29 14:09:00,SOLVED,Replacement sent,App,Bude Sari,Take Away,Tebet,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0724,2025-02-21 09:28:00,2025-02-21 09:32:00,,VALIDATING,Missing proof,Whatsapp,San Gyu,Phone,Pluit,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0725,2025-06-19 21:33:00,2025-06-19 21:38:00,,VALIDATING,Missing proof,App,Bude Sari,App,Cikini,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0726,2025-01-08 16:03:00,2025-01-08 16:12:00,2025-01-08 17:54:00,SOLVED,Refund,Feedback,Bude Sari,Platform,Bintaro,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0727,2025-01-04 12:18:00,2025-01-04 12:21:00,2025-01-04 12:55:00,SOLVED,Refund,Feedback,Ayam Koplo,Platform,Pluit,Rasa tidak sesuai,Terlalu manis,QC
CMP-0728,2025-06-04 21:20:00,2025-06-04 21:24:00,2025-06-04 21:42:00,SOLVED,Misunderstanding clarified,App,Ayam Koplo,Platform,Pluit,Rasa tidak sesuai,Terlalu manis,QC
CMP-0729,2025-04-24 14:08:00,2025-04-24 14:13:00,2025-04-24 14:40:00,EXPIRED,No response,Whatsapp,Ayam Koplo,Platform,BSD,Order tidak lengkap,Item kurang,Checker
CMP-0730,2025-06-04 10:27:00,2025-06-04 10:41:00,2025-06-04 10:50:00,SOLVED,Replacement sent,Social Media,Dari Pada,Phone,BSD,Rasa tidak sesuai,Terlalu manis,QC
CMP-0731,2025-02-22 20:07:00,2025-02-22 20:08:00,2025-02-22 22:17:00,SOLVED,Replacement sent,Social Media,Bude Sari,Platform,Kemang,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0732,2025-03-04 09:39:00,2025-03-04 09:46:00,2025-03-04 10:27:00,SOLVED,Refund,Social Media,Ayam Koplo,Platform,Cikini,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0733,2025-03-14 17:39:00,2025-03-14 17:50:00,2025-03-14 19:09:00,SOLVED,Refund,Feedback,San Gyu,Take Away,Cibubur,Packaging issue,Kemasan rusak,AM
CMP-0734,2025-03-04 21:15:00,2025-03-04 21:25:00,,VALIDATING,Missing proof,Feedback,Bude Sari,Phone,Pamulang,Rasa tidak sesuai,Keasinan,QC
CMP-0735,2025-04-19 18:49:00,2025-04-19 18:54:00,2025-04-19 21:09:00,SOLVED,Misunderstanding clarified,Feedback,Ayam Koplo,Platform,Pamulang,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0736,2025-02-13 10:34:00,2025-02-13 10:44:00,2025-02-13 13:16:00,SOLVED,Misunderstanding clarified,App,Dari Pada,Platform,Pluit,Order tidak lengkap,Item kurang,Checker
CMP-0737,2025-03-05 19:33:00,2025-03-05 19:37:00,2025-03-05 20:27:00,SOLVED,Refund,Whatsapp,Bude Sari,Platform,Cikini,Rasa tidak sesuai,Terlalu manis,QC
CMP-0738,2025-03-25 18:07:00,2025-03-25 18:10:00,2025-03-25 19:02:00,SOLVED,Refund,App,San Gyu,Phone,Pamulang,Packaging issue,Label tidak sesuai,AM
CMP-0739,2025-01-08 19:49:00,2025-01-08 19:54:00,2025-01-09 00:06:00,EXPIRED,No response,Feedback,Ayam Koplo,Phone,Tebet,Rasa tidak sesuai,Keasinan,QC
CMP-0740,2025-01-01 13:38:00,2025-01-01 13:43:00,2025-01-01 14:04:00,SOLVED,Forgiven,Social Media,Ayam Koplo,Platform,Cibubur,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0741,2025-03-07 11:17:00,2025-03-07 11:35:00,2025-03-07 11:48:00,EXPIRED,No response,Whatsapp,Bude Sari,Take Away,Bintaro,Rasa tidak sesuai,Kurang rasa,QC
CMP-0742,2025-03-05 11:56:00,2025-03-05 12:10:00,2025-03-05 12:21:00,SOLVED,Forgiven,Feedback,San Gyu,Phone,BSD,Packaging issue,Label tidak sesuai,AM
CMP-0743,2025-05-07 19:12:00,2025-05-07 19:20:00,2025-05-07 19:32:00,SOLVED,Replacement sent,Social Media,Moon Chicken,Take Away,Cikini,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0744,2025-03-24 16:05:00,2025-03-24 16:16:00,2025-03-24 16:27:00,SOLVED,Replacement sent,Feedback,San Gyu,Platform,Cibubur,Produk tidak sesuai dengan order,Varian salah,Cashier
CMP-0745,2025-05-20 14:28:00,2025-05-20 14:38:00,,HANDLING,In progress,Whatsapp,San Gyu,Platform,BSD,Order tidak lengkap,Item kurang,Checker
CMP-0746,2025-05-17 12:36:00,2025-05-17 12:46:00,2025-05-17 13:42:00,SOLVED,Forgiven,App,Ayam Koplo,App,Bintaro,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0747,2025-03-31 09:52:00,2025-03-31 10:02:00,2025-03-31 10:47:00,SOLVED,Misunderstanding clarified,Whatsapp,Moon Chicken,App,Cibubur,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0748,2025-06-01 14:28:00,2025-06-01 14:36:00,2025-06-01 18:27:00,SOLVED,Misunderstanding clarified,App,San Gyu,App,Pluit,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0749,2025-01-11 11:43:00,2025-01-11 11:46:00,2025-01-11 12:27:00,SOLVED,Forgiven,Social Media,San Gyu,Platform,Pamulang,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0750,2025-02-13 13:02:00,2025-02-13 13:05:00,2025-02-13 13:26:00,SOLVED,Refund,Social Media,Dari Pada,Phone,Cibubur,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0751,2025-02-05 13:03:00,2025-02-05 13:08:00,2025-02-05 16:15:00,SOLVED,Refund,Social Media,San Gyu,App,Pluit,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,QC
CMP-0752,2025-05-10 12:43:00,2025-05-10 12:49:00,2025-05-10 14:48:00,SOLVED,Forgiven,Social Media,Dari Pada,Take Away,Cikini,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0753,2025-06-23 18:24:00,2025-06-23 18:29:00,2025-06-23 19:44:00,EXPIRED,No response,Feedback,Bude Sari,Take Away,Cibubur,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0754,2025-03-30 12:44:00,2025-03-30 12:48:00,2025-03-30 13:07:00,SOLVED,Forgiven,Whatsapp,Bude Sari,Phone,BSD,Rasa tidak sesuai,Kurang rasa,QC
CMP-0755,2025-06-21 09:08:00,2025-06-21 09:12:00,,HANDLING,In progress,Social Media,Dari Pada,Take Away,Pluit,Tech issue,Voucher error,Tech Team
CMP-0756,2025-04-07 11:27:00,2025-04-07 11:33:00,2025-04-07 12:58:00,SOLVED,Replacement sent,Social Media,Moon Chicken,Phone,Pluit,Packaging issue,Kemasan bocor,Admin
CMP-0757,2025-03-15 20:38:00,2025-03-15 20:43:00,2025-03-16 02:24:00,SOLVED,Misunderstanding clarified,App,Bude Sari,Take Away,BSD,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0758,2025-02-15 10:41:00,2025-02-15 10:44:00,2025-02-15 11:23:00,SOLVED,Misunderstanding clarified,Whatsapp,Ayam Koplo,Take Away,Tebet,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0759,2025-01-13 10:32:00,2025-01-13 10:45:00,2025-01-13 11:03:00,SOLVED,Refund,Feedback,Moon Chicken,App,Tebet,Tech issue,Voucher error,Tech Team
CMP-0760,2025-01-13 14:08:00,2025-01-13 14:10:00,2025-01-13 14:37:00,SOLVED,Replacement sent,Whatsapp,Ayam Koplo,App,Bintaro,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0761,2025-05-19 14:02:00,2025-05-19 14:10:00,2025-05-19 16:29:00,SOLVED,Refund,Whatsapp,San Gyu,Phone,Cikini,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0762,2025-01-23 21:35:00,2025-01-23 21:48:00,2025-01-23 22:03:00,SOLVED,Replacement sent,Whatsapp,San Gyu,Take Away,Bintaro,Rasa tidak sesuai,Keasinan,QC
CMP-0763,2025-02-21 12:26:00,2025-02-21 12:36:00,,HANDLING,In progress,Feedback,Ayam Koplo,Take Away,Tebet,Packaging issue,Label tidak sesuai,AM
CMP-0764,2025-02-07 17:38:00,2025-02-07 17:43:00,2025-02-07 18:48:00,EXPIRED,No response,Whatsapp,Moon Chicken,Platform,Pluit,Rasa tidak sesuai,Kurang rasa,QC
CMP-0765,2025-04-16 15:32:00,2025-04-16 15:44:00,2025-04-16 17:12:00,SOLVED,Refund,Feedback,Ayam Koplo,Take Away,Kemang,Packaging issue,Label tidak sesuai,AM
CMP-0766,2025-05-31 20:32:00,2025-05-31 20:37:00,,HANDLING,In progress,Feedback,Bude Sari,Phone,Pluit,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Driver
CMP-0767,2025-02-26 19:20:00,2025-02-26 19:44:00,2025-02-26 20:03:00,EXPIRED,No response,Whatsapp,Bude Sari,Phone,Cibubur,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0768,2025-03-24 10:33:00,2025-03-24 10:37:00,2025-03-24 10:44:00,SOLVED,Refund,App,Moon Chicken,App,Pluit,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0769,2025-04-30 21:53:00,2025-04-30 22:34:00,2025-05-01 00:32:00,SOLVED,Replacement sent,App,Bude Sari,Take Away,Kemang,Packaging issue,Kemasan bocor,QC
CMP-0770,2025-04-26 16:17:00,2025-04-26 16:24:00,2025-04-26 18:15:00,SOLVED,Misunderstanding clarified,Social Media,Dari Pada,Phone,Pamulang,Rasa tidak sesuai,Keasinan,QC
CMP-0771,2025-02-25 20:23:00,2025-02-25 20:36:00,2025-02-25 21:07:00,SOLVED,Misunderstanding clarified,Social Media,Moon Chicken,Phone,Bintaro,Tech issue,Pembayaran gagal,Tech Team
CMP-0772,2025-06-25 17:20:00,2025-06-25 17:38:00,2025-06-25 17:38:00,SOLVED,Replacement sent,Whatsapp,San Gyu,App,BSD,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0773,2025-05-20 11:08:00,2025-05-20 11:16:00,2025-05-20 12:02:00,SOLVED,Forgiven,Whatsapp,Dari Pada,Take Away,BSD,Packaging issue,Kemasan rusak,AM
CMP-0774,2025-02-22 17:55:00,2025-02-22 18:01:00,2025-02-22 18:34:00,EXPIRED,No response,Social Media,San Gyu,App,Bintaro,Produk tidak sesuai dengan order,Varian salah,Driver
CMP-0775,2025-03-14 09:35:00,2025-03-14 09:40:00,2025-03-14 14:22:00,EXPIRED,No response,Feedback,Dari Pada,Phone,Bintaro,Tech issue,Pembayaran gagal,Tech Team
CMP-0776,2025-03-17 10:05:00,2025-03-17 10:18:00,2025-03-17 11:21:00,SOLVED,Refund,Whatsapp,Dari Pada,Phone,Tebet,Packaging issue,Kemasan bocor,AM
CMP-0777,2025-04-25 21:26:00,2025-04-25 21:31:00,,VALIDATING,Missing proof,Whatsapp,Dari Pada,Phone,Pluit,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0778,2025-03-02 17:05:00,2025-03-02 17:15:00,2025-03-02 17:43:00,SOLVED,Forgiven,Whatsapp,Dari Pada,Phone,Tebet,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0779,2025-02-28 17:55:00,2025-02-28 18:02:00,2025-02-28 20:01:00,SOLVED,Replacement sent,Whatsapp,Bude Sari,Platform,Pamulang,Tech issue,Voucher error,Tech Team
CMP-0780,2025-04-02 15:42:00,2025-04-02 16:00:00,2025-04-02 16:24:00,SOLVED,Forgiven,Social Media,Moon Chicken,App,Bintaro,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0781,2025-06-14 20:25:00,2025-06-14 20:31:00,,VALIDATING,Missing proof,Whatsapp,Dari Pada,Phone,Pamulang,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0782,2025-01-28 10:54:00,2025-01-28 11:05:00,2025-01-28 16:37:00,SOLVED,Replacement sent,Social Media,Ayam Koplo,Platform,Pamulang,Tech issue,Voucher error,Tech Team
CMP-0783,2025-01-08 17:14:00,2025-01-08 17:40:00,2025-01-08 17:40:00,EXPIRED,No response,Whatsapp,Dari Pada,App,Bintaro,Rasa tidak sesuai,Basi,QC
CMP-0784,2025-04-29 11:43:00,2025-04-29 11:51:00,2025-04-29 12:12:00,SOLVED,Refund,App,Bude Sari,Phone,Bintaro,Rasa tidak sesuai,Keasinan,QC
CMP-0785,2025-02-02 12:26:00,2025-02-02 12:29:00,2025-02-02 13:33:00,SOLVED,Refund,Whatsapp,San Gyu,Platform,Tebet,Packaging issue,Kemasan bocor,AM
CMP-0786,2025-04-10 17:49:00,2025-04-10 17:55:00,2025-04-10 19:23:00,SOLVED,Misunderstanding clarified,App,Moon Chicken,Take Away,BSD,Rasa tidak sesuai,Keasinan,QC
CMP-0787,2025-03-10 12:10:00,2025-03-10 12:23:00,2025-03-10 15:06:00,EXPIRED,No response,Whatsapp,Moon Chicken,Platform,Kemang,Rasa tidak sesuai,Kurang rasa,QC
CMP-0788,2025-05-15 12:48:00,2025-05-15 12:55:00,2025-05-15 19:43:00,SOLVED,Replacement sent,Social Media,Moon Chicken,Platform,BSD,Packaging issue,Kemasan rusak,Kitchen
CMP-0789,2025-02-19 14:31:00,2025-02-19 14:35:00,2025-02-19 14:48:00,SOLVED,Replacement sent,Feedback,Bude Sari,Take Away,Kemang,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0790,2025-05-17 11:37:00,2025-05-17 11:46:00,,HANDLING,In progress,Whatsapp,Dari Pada,Phone,Pamulang,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0791,2025-04-27 11:03:00,2025-04-27 11:14:00,2025-04-27 12:06:00,SOLVED,Refund,Social Media,Ayam Koplo,App,BSD,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0792,2025-04-05 18:04:00,2025-04-05 18:13:00,2025-04-05 18:13:00,SOLVED,Refund,Whatsapp,Dari Pada,Take Away,BSD,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0793,2025-04-27 17:25:00,2025-04-27 17:34:00,2025-04-27 18:43:00,SOLVED,Refund,Whatsapp,Dari Pada,Phone,Tebet,Packaging issue,Kemasan rusak,AM
CMP-0794,2025-02-04 16:24:00,2025-02-04 16:45:00,2025-02-04 21:04:00,SOLVED,Replacement sent,Whatsapp,San Gyu,Platform,Bintaro,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0795,2025-02-27 13:03:00,2025-02-27 13:08:00,2025-02-27 13:33:00,SOLVED,Replacement sent,Social Media,Ayam Koplo,Take Away,Pluit,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0796,2025-05-10 11:42:00,2025-05-10 11:54:00,,HANDLING,In progress,Whatsapp,Ayam Koplo,App,Cibubur,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0797,2025-05-21 15:23:00,2025-05-21 15:29:00,,VALIDATING,Missing proof,Whatsapp,Dari Pada,Phone,Tebet,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0798,2025-04-19 16:52:00,2025-04-19 17:23:00,,VALIDATING,Missing proof,Social Media,Dari Pada,Take Away,Cikini,Porsi tidak sesuai,Porsi terlalu sedikit,Driver
CMP-0799,2025-02-16 11:41:00,2025-02-16 11:43:00,2025-02-16 15:54:00,EXPIRED,No response,App,Bude Sari,Platform,Kemang,Order tidak lengkap,Item kurang,Checker
CMP-0800,2025-01-10 18:29:00,2025-01-10 18:39:00,,HANDLING,In progress,Whatsapp,Moon Chicken,App,BSD,Produk tidak sesuai dengan order,Varian salah,Checker
